,nbti,like,think,people,one,know,really,would,thing,time,get,link,feel,type,make,much,well,say,friend,love,way,want,good,see,something,also,lot,go,even,always,life,someone,could,never,though,year,find,thought,need,infp,actually,extraverted
2799,ENTP,6,16,13,20,1,9,15,16,1,6,0,2,4,3,4,3,9,1,4,7,9,1,15,7,2,0,13,3,1,1,7,4,2,10,4,4,4,2,0,2,extraverted
2800,ISTJ,6,3,4,6,6,4,2,6,7,1,3,0,2,4,3,9,5,1,0,4,3,3,4,2,4,3,8,3,1,6,0,0,3,1,1,1,0,0,0,1,introverted
2801,ENTP,0,1,1,3,0,0,3,0,0,1,11,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,6,2,extraverted
2802,INTP,3,7,7,16,4,7,5,11,4,6,0,9,1,7,3,1,7,6,5,2,6,2,0,7,2,1,7,1,0,0,7,5,0,4,1,2,3,2,0,6,introverted
2803,INTJ,9,3,4,8,4,0,3,10,8,2,2,9,0,1,2,1,0,3,2,6,5,1,3,4,1,5,4,1,2,2,1,1,5,4,4,2,3,2,0,1,introverted
2804,ENTP,16,7,4,13,8,3,4,3,3,8,1,0,10,5,3,0,6,4,1,7,2,2,3,1,6,2,4,1,4,0,0,2,1,5,0,3,4,5,8,2,extraverted
2805,INFJ,13,7,7,5,3,3,1,7,4,11,4,2,7,3,0,4,1,1,2,7,2,1,2,2,3,1,7,7,1,1,0,2,0,1,0,1,1,1,1,1,introverted
2806,INTP,7,2,8,16,4,7,4,10,11,3,10,6,0,0,7,0,2,3,6,1,1,0,3,2,1,3,6,5,1,2,1,5,4,2,6,3,1,1,0,2,introverted
2807,INFP,6,12,5,12,8,8,2,11,6,4,2,7,1,6,2,2,0,3,12,11,3,2,4,0,4,6,7,2,5,0,0,0,2,9,8,1,1,0,4,1,introverted
2808,INFP,8,6,7,13,7,0,4,7,5,4,2,7,3,4,2,2,6,3,0,3,1,4,4,2,0,2,9,3,1,4,3,5,0,2,1,4,2,1,5,0,introverted
2809,INFP,6,6,4,12,4,3,3,16,4,3,4,2,0,2,0,3,0,2,2,1,2,2,0,3,3,2,4,0,0,0,1,1,0,1,3,1,1,1,0,1,introverted
2810,INFJ,9,4,6,15,3,6,0,13,3,6,7,9,1,2,4,1,4,0,4,6,3,0,4,4,1,3,10,7,2,6,2,0,4,2,3,1,1,1,0,1,introverted
2811,INTP,10,14,5,24,10,8,1,17,3,5,0,6,10,1,3,2,11,0,1,5,2,4,10,2,2,3,14,2,0,0,3,0,0,7,0,4,2,0,3,6,introverted
2812,INFJ,23,4,3,12,2,0,2,4,2,2,0,2,3,1,5,5,1,3,1,3,5,10,3,3,4,6,13,3,2,3,2,1,1,3,3,3,3,2,3,0,introverted
2813,ENFP,18,2,6,19,6,5,3,12,10,11,0,10,3,4,3,0,0,4,5,3,5,5,9,2,2,3,23,1,2,1,4,2,3,4,0,1,1,0,1,0,extraverted
2814,INFJ,7,8,5,9,5,2,6,12,7,8,3,8,7,3,3,3,0,1,2,6,1,4,5,0,1,4,13,5,3,1,0,1,0,7,0,4,5,0,9,1,introverted
2815,INFP,7,6,4,17,10,5,8,13,6,9,2,3,2,3,4,17,0,1,3,12,4,2,4,7,4,5,11,1,5,2,4,0,5,2,3,3,2,0,7,3,introverted
2816,INFJ,10,5,13,16,5,2,5,11,2,7,2,7,3,0,1,2,7,10,3,9,5,6,5,4,2,2,15,3,2,2,3,2,2,2,0,4,0,1,0,2,introverted
2817,INFP,2,8,3,5,2,2,5,1,2,1,12,1,11,2,3,4,3,0,0,1,1,1,3,1,3,0,4,2,1,0,0,4,0,2,0,1,0,0,3,0,introverted
2818,INTJ,9,2,2,8,3,4,2,2,6,4,4,3,1,2,3,4,2,3,2,2,1,2,4,1,1,1,16,1,0,0,2,4,2,2,1,4,1,3,4,1,introverted
2819,INFP,7,13,11,13,3,12,5,14,6,4,0,3,2,2,3,2,1,2,0,16,2,5,4,3,4,2,7,5,10,8,0,6,8,2,8,1,2,2,2,5,introverted
2820,ENTP,5,1,0,5,1,0,1,2,0,3,3,2,2,0,2,1,1,1,1,0,3,1,3,0,3,1,4,0,0,0,0,0,1,1,0,2,1,0,1,0,extraverted
2821,ENFJ,10,6,3,13,5,5,5,15,3,10,0,4,7,2,1,2,5,6,2,7,4,1,2,2,0,7,16,5,3,0,0,2,5,4,0,1,3,1,0,2,extraverted
2822,INTJ,9,4,5,8,4,7,2,4,5,4,4,1,5,3,2,2,2,1,0,5,1,0,5,0,2,2,8,2,1,1,2,1,4,7,1,1,3,0,0,1,introverted
2823,INFP,11,10,9,13,10,6,6,5,6,5,5,6,3,8,3,3,3,4,1,6,4,8,6,2,1,2,25,2,0,0,3,1,0,5,4,3,1,1,4,2,introverted
2824,INFJ,8,7,6,14,6,6,4,10,7,8,1,6,2,2,5,1,3,4,2,7,0,4,5,2,0,6,24,4,2,0,1,1,1,1,4,2,1,0,1,1,introverted
2825,INFJ,2,2,5,14,3,5,0,6,4,3,4,10,1,4,6,4,3,10,2,4,3,4,5,1,3,1,20,1,1,6,3,3,1,3,1,0,1,1,4,6,introverted
2826,INFJ,4,4,13,14,6,4,8,4,6,8,7,5,1,5,4,2,5,0,7,4,1,0,3,2,1,2,9,2,2,0,6,4,1,4,2,2,3,3,0,3,introverted
2827,INTP,11,5,6,15,4,8,5,9,5,3,2,3,12,4,4,2,3,8,3,4,8,1,3,2,1,1,13,3,1,1,1,0,5,5,4,2,1,0,0,2,introverted
2828,INFJ,11,4,12,13,5,4,4,7,3,4,2,4,10,2,1,0,2,4,0,6,3,1,4,2,2,1,8,3,4,4,1,4,1,4,3,0,2,3,0,1,introverted
2829,ISFP,15,6,3,5,7,4,2,13,2,3,29,1,3,2,4,0,2,0,6,1,2,4,6,2,3,1,12,1,1,2,1,2,0,6,0,1,2,0,3,3,introverted
2830,INTJ,4,6,2,11,5,1,6,2,3,5,5,0,0,2,1,2,1,2,2,4,3,0,3,2,1,2,5,2,2,1,4,0,0,6,3,2,1,1,1,2,introverted
2831,INTJ,13,4,4,12,4,3,6,3,5,2,1,1,3,3,3,2,4,2,2,4,2,2,4,0,4,6,9,3,1,0,3,3,4,6,2,4,3,1,0,5,introverted
2832,INTP,4,5,5,10,5,5,2,9,8,4,7,3,4,2,4,1,6,1,1,5,6,2,7,3,0,4,6,3,0,0,2,1,1,3,2,2,1,0,0,0,introverted
2833,ENTP,9,8,8,13,5,5,3,6,4,4,0,5,1,2,3,0,2,5,1,5,1,1,1,0,4,1,6,2,0,3,1,0,2,4,0,4,2,0,1,1,extraverted
2834,INFP,7,6,6,4,6,1,5,4,4,2,1,6,4,6,1,3,8,4,2,3,2,2,5,0,4,0,11,2,1,4,0,1,1,1,2,1,1,1,1,2,introverted
2835,INTP,0,5,10,4,0,6,2,3,1,6,3,0,0,0,2,2,0,3,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,1,0,0,1,0,2,introverted
2836,ENFP,11,5,12,8,5,5,8,16,9,8,2,9,1,6,3,3,2,4,5,9,2,3,8,2,1,0,12,3,4,3,3,3,4,4,1,1,1,6,1,1,extraverted
2837,ISTP,4,2,5,9,6,6,0,3,2,3,2,1,0,1,0,0,0,0,0,4,6,2,1,0,0,1,20,1,2,2,1,1,0,0,1,1,0,6,0,2,introverted
2838,INTP,10,10,8,15,12,2,3,7,11,4,5,0,6,2,6,4,2,6,3,6,1,3,6,3,5,4,17,3,4,1,7,3,1,8,3,2,2,1,3,3,introverted
2839,ENFP,8,4,3,15,6,5,5,8,9,5,0,4,2,1,6,3,6,17,1,8,3,1,7,2,3,3,8,1,5,1,1,2,4,1,2,3,0,2,1,2,extraverted
2840,ISFJ,4,7,10,7,8,3,6,8,4,5,1,6,8,5,4,5,3,1,5,8,8,1,3,0,1,2,4,3,3,6,2,2,4,2,3,2,2,1,4,0,introverted
2841,INFP,4,3,2,5,2,1,2,4,5,4,6,0,1,3,0,0,0,0,2,3,2,1,3,3,0,1,8,0,0,2,0,2,1,5,1,0,2,2,0,0,introverted
2842,INFP,7,5,12,7,8,6,6,6,7,4,0,8,3,2,3,2,2,5,11,3,3,5,5,1,5,6,9,2,2,1,2,3,3,5,1,1,1,0,14,0,introverted
2843,ENTP,12,6,6,10,4,0,6,9,5,2,0,2,15,3,2,2,4,6,1,10,2,5,11,2,8,3,11,0,4,3,4,0,1,5,1,1,2,0,8,2,extraverted
2844,INFP,9,4,6,9,7,3,9,7,2,3,1,5,2,3,1,4,5,9,2,4,8,3,3,2,1,1,10,3,0,3,5,0,2,4,1,0,3,0,5,0,introverted
2845,ESFP,13,15,4,10,4,11,5,5,3,9,1,2,6,0,3,3,1,2,5,3,3,3,11,1,1,1,13,4,2,1,1,0,1,7,0,1,3,3,4,3,extraverted
2846,ENTP,13,8,3,11,9,6,1,9,4,8,2,6,3,5,2,7,4,2,3,9,2,4,9,2,5,2,10,6,1,3,4,4,1,5,0,2,3,4,1,1,extraverted
2847,INFP,11,16,12,22,12,8,3,15,6,4,0,4,4,2,3,4,1,3,0,14,4,1,5,5,3,2,3,2,7,8,4,0,2,6,0,1,1,2,3,5,introverted
2848,INFJ,4,14,3,10,3,1,6,2,3,0,1,3,1,3,2,3,2,0,3,5,1,2,15,0,0,3,7,1,1,0,0,4,1,3,0,1,2,1,0,3,introverted
2849,ENTP,6,3,1,9,2,1,3,2,3,3,5,5,2,2,0,2,2,0,4,4,1,0,3,0,0,1,5,3,1,3,4,1,2,0,1,1,0,3,0,1,extraverted
2850,INFJ,9,9,9,11,10,5,7,12,10,4,2,5,10,3,3,2,8,2,1,7,3,4,16,2,3,6,10,2,0,2,3,2,1,5,1,3,3,2,0,2,introverted
2851,ENFJ,14,10,7,10,6,12,15,7,9,10,2,10,3,3,1,3,3,17,7,7,2,2,4,1,0,3,9,5,4,3,4,0,1,5,1,2,2,2,5,1,extraverted
2852,INFP,7,12,3,9,4,7,1,16,6,3,1,5,0,3,3,0,2,3,1,7,4,4,6,6,0,1,12,6,2,3,1,2,3,6,1,3,2,0,2,4,introverted
2853,ENTP,12,8,9,18,5,13,5,6,6,11,0,0,4,0,4,5,11,9,5,5,4,3,3,2,3,6,9,4,3,4,6,1,4,2,2,1,1,7,0,1,extraverted
2854,INFJ,11,7,10,5,6,6,13,9,10,12,0,18,2,4,3,5,3,0,3,10,6,5,12,2,5,3,10,3,2,1,2,1,1,4,3,0,1,0,0,2,introverted
2855,INFJ,6,10,8,7,5,5,1,11,5,2,0,7,2,6,4,5,3,0,4,5,7,2,7,0,5,3,8,2,2,4,0,1,6,5,3,1,2,1,0,0,introverted
2856,INTJ,8,6,4,9,7,2,12,7,5,2,10,2,3,5,3,4,1,4,1,4,1,1,4,0,1,2,4,5,2,1,0,2,4,2,2,1,0,2,0,0,introverted
2857,INFP,0,11,10,9,9,14,2,3,3,4,0,5,2,8,3,3,2,1,7,7,3,1,3,0,0,6,3,4,3,1,0,0,4,11,2,1,5,0,8,1,introverted
2858,INFJ,10,3,1,9,5,1,2,7,2,2,5,4,5,4,1,2,2,3,4,8,1,0,1,2,1,4,7,1,3,4,2,7,1,1,1,0,1,0,0,1,introverted
2859,INTP,4,9,3,9,9,3,6,15,1,5,0,1,0,0,0,2,10,1,1,4,1,2,1,6,2,1,11,0,0,1,3,1,0,2,3,0,1,3,4,7,introverted
2860,INTP,10,10,8,9,2,0,6,5,2,3,1,3,8,2,0,3,2,4,1,2,1,2,3,0,1,0,9,1,0,2,2,2,1,5,0,3,4,1,2,2,introverted
2861,INFP,6,4,2,10,2,4,4,4,7,6,6,10,1,2,3,2,2,6,2,1,3,4,4,1,3,7,17,3,0,7,2,2,0,6,4,3,2,3,3,2,introverted
2862,ENFJ,4,0,3,5,2,2,4,4,4,6,22,2,0,2,2,0,3,0,0,2,0,2,1,1,1,0,9,1,1,0,0,0,1,0,1,0,0,0,0,0,extraverted
2863,INFJ,10,8,8,21,6,4,5,14,2,6,4,6,2,6,2,4,4,3,4,5,0,1,6,5,5,4,8,7,4,2,2,2,3,6,2,3,3,1,2,1,introverted
2864,ENTP,12,4,5,17,4,10,11,8,3,13,0,3,4,2,2,3,0,2,1,13,1,2,8,2,2,5,6,3,5,1,3,2,4,2,0,1,1,0,0,1,extraverted
2865,ISTP,7,7,5,7,3,3,4,3,2,2,4,0,0,0,0,2,2,5,0,1,1,1,0,1,0,2,17,1,0,2,0,1,2,1,2,1,0,0,2,0,introverted
2866,INTP,11,10,8,23,7,7,2,10,12,5,2,0,4,2,2,1,4,5,2,7,4,1,6,4,3,3,10,3,0,5,2,5,4,5,2,3,1,2,4,5,introverted
2867,ISFP,17,7,7,12,9,5,2,9,3,8,2,7,3,4,1,1,4,2,1,6,4,4,6,3,3,1,8,4,3,0,4,3,2,5,0,1,2,1,4,2,introverted
2868,ENTP,9,17,4,6,5,4,4,9,1,1,2,0,3,3,5,3,13,0,0,9,0,0,11,4,1,3,4,2,3,0,0,1,0,8,0,0,3,3,3,2,extraverted
2869,INFP,7,6,9,21,5,5,4,11,3,3,5,7,5,5,0,8,2,0,2,5,4,0,9,2,4,2,9,4,1,3,4,6,4,11,0,5,3,2,1,2,introverted
2870,INFP,5,6,4,5,4,5,2,8,5,3,8,5,0,4,2,1,1,1,4,3,3,4,2,2,1,1,9,2,1,0,0,1,2,2,1,2,1,1,5,1,introverted
2871,ENTP,9,7,11,8,3,13,2,14,1,7,1,6,2,4,1,2,1,4,4,5,4,5,4,3,4,2,12,4,2,0,4,1,2,1,0,4,0,3,1,0,extraverted
2872,ENTP,19,8,6,9,20,5,4,7,9,5,1,2,3,3,3,4,4,15,4,8,4,8,5,1,4,1,20,4,2,2,0,4,1,4,4,3,2,0,1,3,extraverted
2873,INTJ,2,5,1,10,3,1,1,1,2,5,2,2,3,1,0,1,0,1,1,3,2,0,4,1,2,2,3,1,1,0,1,0,0,3,0,0,1,0,6,1,introverted
2874,ENTP,6,8,6,11,7,5,5,8,2,6,0,1,2,2,1,0,2,2,6,7,4,3,7,1,1,0,10,2,4,1,2,0,4,5,2,0,5,3,0,3,extraverted
2875,INFJ,15,7,6,13,8,3,6,16,3,19,3,7,3,4,1,0,4,4,3,6,11,2,2,8,0,0,14,1,2,6,3,1,2,3,4,5,3,5,0,1,introverted
2876,INTJ,1,0,0,1,0,0,1,0,0,3,8,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,introverted
2877,ENTP,16,5,12,23,6,14,4,19,9,6,3,6,2,4,3,9,3,3,3,8,2,4,4,6,2,0,15,1,4,2,5,2,5,3,2,2,3,2,0,1,extraverted
2878,INFJ,8,7,4,13,7,3,8,6,7,16,0,6,3,2,1,1,4,2,4,11,4,4,6,0,3,2,19,3,3,7,2,5,7,7,7,4,3,7,0,1,introverted
2879,ESTJ,13,18,3,10,4,3,2,8,4,2,3,4,6,7,2,2,5,3,1,12,6,1,19,2,0,7,11,3,7,1,1,7,0,7,1,2,2,0,5,0,extraverted
2880,ENTP,13,4,8,13,2,1,5,6,3,15,3,1,2,4,0,0,3,2,3,9,1,0,6,1,2,3,10,4,2,1,4,1,5,2,5,1,1,3,1,1,extraverted
2881,ENFP,15,4,5,9,4,8,5,18,7,3,1,11,0,6,2,3,2,8,9,4,4,2,3,2,13,1,7,2,2,1,0,1,1,3,0,3,3,1,2,2,extraverted
2882,INFJ,16,7,4,9,5,5,5,9,9,1,11,4,1,5,3,4,1,5,3,1,1,4,6,5,1,4,8,3,0,1,1,1,4,2,1,1,1,0,2,4,introverted
2883,INTP,11,11,9,9,4,4,1,12,5,9,2,1,9,8,3,0,5,5,0,13,3,4,9,2,5,1,15,1,2,1,1,3,3,5,2,2,4,1,2,4,introverted
2884,INFP,3,2,8,9,8,1,3,11,8,5,2,7,2,4,3,8,2,5,7,5,4,4,6,1,1,5,12,0,3,4,2,1,0,3,5,2,0,4,5,4,introverted
2885,ENFP,5,10,9,18,8,5,4,20,13,3,2,7,2,6,3,2,3,0,3,10,3,4,3,4,0,5,14,1,2,5,4,1,0,3,3,2,2,4,0,0,extraverted
2886,ISFP,9,6,11,9,4,4,1,10,7,1,5,9,2,5,3,1,1,2,2,3,0,4,7,1,1,0,7,1,0,1,0,3,0,1,0,2,1,0,2,1,introverted
2887,INTJ,3,7,10,20,4,3,3,6,3,8,0,3,3,0,0,2,4,7,1,13,4,2,6,1,2,3,11,3,8,7,1,1,1,2,2,3,2,2,0,0,introverted
2888,ISTP,9,0,2,10,3,1,4,3,6,4,6,6,0,0,1,3,0,0,2,4,3,1,3,1,0,2,11,2,0,1,0,0,2,0,0,1,0,2,0,1,introverted
2889,ISFP,6,16,3,23,8,8,2,11,11,7,0,6,2,1,3,1,5,5,10,14,4,4,8,2,2,1,14,1,2,4,0,0,5,1,4,7,0,4,1,1,introverted
2890,INFJ,8,11,2,11,5,2,7,4,9,5,1,7,2,2,5,4,3,6,7,4,5,4,7,0,0,3,11,3,1,6,4,2,7,2,3,2,2,3,2,3,introverted
2891,INFP,6,1,6,10,3,0,1,5,8,2,3,3,2,3,1,2,5,5,7,2,2,1,9,0,0,0,2,4,0,2,0,3,2,4,0,0,2,2,3,0,introverted
2892,INFJ,8,8,8,9,3,4,1,14,8,9,0,6,2,5,2,5,2,3,5,8,2,4,6,4,2,1,27,0,4,6,0,0,9,7,1,3,3,2,1,3,introverted
2893,INFP,5,4,4,21,8,1,7,13,6,3,1,10,5,5,1,6,12,6,6,7,8,3,5,4,1,3,9,2,2,3,7,1,4,2,3,3,1,5,0,0,introverted
2894,ISFJ,4,4,1,2,1,2,1,7,3,4,3,1,3,2,4,0,5,3,1,6,1,1,8,4,0,0,4,1,3,0,0,2,0,3,0,0,0,1,1,0,introverted
2895,INTP,3,1,2,3,0,2,4,2,3,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,2,introverted
2896,INTP,6,2,3,9,2,3,4,9,10,4,1,0,0,3,1,1,2,0,1,3,2,1,2,5,0,0,8,2,1,1,4,1,3,4,3,0,4,2,0,0,introverted
2897,ISFP,10,4,3,25,3,7,10,21,9,2,1,3,3,2,2,3,6,0,4,10,5,2,6,4,2,6,9,1,4,0,11,1,3,4,0,5,1,2,0,1,introverted
2898,INTP,8,3,1,10,8,1,4,3,6,2,15,2,3,3,2,4,1,0,2,4,5,1,5,1,0,4,9,5,2,2,0,1,2,5,1,1,1,2,0,1,introverted
2899,INFJ,6,3,1,4,2,0,1,5,2,1,4,0,2,0,2,0,0,0,1,0,1,1,1,3,0,0,5,0,0,0,0,0,1,1,1,0,0,0,4,0,introverted
2900,ISTP,11,8,9,23,9,9,3,14,10,8,0,5,1,2,6,2,4,6,2,7,4,1,1,2,1,4,7,4,3,1,3,2,4,7,0,1,1,2,0,0,introverted
2901,INTJ,1,1,5,1,1,0,1,6,0,1,0,1,0,4,1,1,2,3,0,1,0,3,3,1,0,0,7,2,0,0,1,0,1,3,1,2,2,2,0,0,introverted
2902,INTJ,10,13,0,19,8,2,1,13,3,0,0,5,2,2,4,2,7,1,1,6,2,3,6,5,2,4,9,1,2,2,10,0,0,3,1,1,3,0,0,1,introverted
2903,ESFP,5,3,4,9,5,0,5,3,2,2,0,4,0,2,0,3,2,3,2,1,1,0,4,2,4,1,2,1,1,0,3,0,0,0,1,1,0,2,0,1,extraverted
2904,ENTP,10,8,3,14,3,5,3,11,6,10,0,4,1,1,2,1,3,7,1,3,2,4,6,1,1,2,13,0,0,2,1,2,1,4,1,0,0,2,2,5,extraverted
2905,ENFP,16,9,3,20,11,9,8,13,15,2,0,7,1,5,4,5,7,5,2,5,0,1,5,4,1,2,7,5,1,0,4,1,2,5,0,0,2,8,0,3,extraverted
2906,INFJ,17,18,10,22,5,6,8,14,5,9,0,14,8,5,2,2,3,6,10,5,3,2,7,4,3,8,8,6,2,5,6,4,6,5,6,3,2,5,0,1,introverted
2907,INFJ,9,6,3,17,8,10,2,4,10,4,2,4,2,3,8,6,3,7,7,6,0,2,7,2,4,8,12,2,2,1,0,0,1,6,1,7,3,1,0,5,introverted
2908,INFJ,16,6,2,9,6,4,1,7,6,5,12,10,0,4,6,1,3,2,2,10,2,2,11,1,0,5,10,0,4,6,1,0,1,5,1,2,3,1,1,1,introverted
2909,INFJ,7,3,7,47,3,1,18,2,2,4,0,1,6,4,1,0,4,1,2,2,3,2,3,0,1,0,7,2,1,2,5,1,1,2,0,0,2,2,13,2,introverted
2910,INTP,4,7,6,11,6,2,4,15,9,7,0,3,1,0,4,3,4,0,0,3,1,0,3,4,1,2,9,3,1,4,0,3,0,1,7,3,0,3,0,0,introverted
2911,ISFJ,10,5,6,12,5,3,7,8,5,3,0,7,4,1,4,4,5,7,4,6,8,1,5,3,5,3,8,3,2,1,2,1,3,9,0,0,2,5,0,4,introverted
2912,INFP,2,2,6,2,3,0,0,2,0,1,1,2,0,1,1,0,0,2,1,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,introverted
2913,INFP,13,8,10,21,12,11,0,17,13,8,2,13,0,3,5,3,3,6,5,6,10,4,9,1,3,8,10,5,2,2,1,3,2,3,2,1,2,1,9,4,introverted
2914,INTP,5,3,6,5,1,3,3,5,3,5,2,1,2,2,1,2,4,1,0,5,0,3,1,1,2,2,15,1,1,0,0,0,1,5,0,3,1,0,0,0,introverted
2915,INFP,7,4,6,6,2,3,0,3,7,6,8,2,0,4,2,0,1,2,2,4,0,2,2,1,4,3,4,1,2,1,0,0,0,1,2,3,0,0,0,1,introverted
2916,ISFP,22,9,7,12,8,1,3,15,5,11,2,8,2,2,3,4,8,1,4,9,1,0,9,4,2,4,8,5,3,1,2,1,2,3,0,0,2,1,1,1,introverted
2917,INFP,13,8,5,14,9,5,6,9,9,7,0,10,1,2,4,1,5,2,3,8,4,1,6,4,4,0,8,1,2,3,0,4,7,6,1,2,3,2,7,1,introverted
2918,INTJ,4,10,5,18,3,0,9,11,5,1,1,0,21,7,5,6,3,1,1,6,2,5,10,1,2,3,13,3,0,0,1,1,1,2,1,1,1,1,2,2,introverted
2919,INFJ,7,8,6,9,12,4,2,1,4,7,0,4,6,7,5,5,6,0,3,4,5,4,11,1,3,3,9,7,0,1,1,0,0,7,0,4,0,1,0,1,introverted
2920,ENTP,7,17,6,15,8,3,7,5,7,5,3,2,12,2,2,2,4,3,2,4,0,5,6,0,3,1,15,1,0,2,3,6,2,6,1,1,5,1,5,5,extraverted
2921,INFJ,8,6,7,22,7,3,6,2,5,5,1,12,1,2,0,2,1,6,5,2,4,4,6,2,1,1,15,3,0,0,3,4,8,5,1,0,1,1,1,1,introverted
2922,INFP,9,2,8,23,4,7,4,17,9,8,5,2,1,4,1,5,3,7,2,3,3,10,6,4,1,3,19,7,0,1,2,3,1,1,3,3,0,6,7,0,introverted
2923,ISFJ,5,2,4,8,3,3,6,6,4,8,11,1,0,2,3,3,1,3,3,3,2,4,2,1,0,1,11,4,1,0,2,0,5,1,4,1,1,2,0,0,introverted
2924,INFJ,8,4,3,7,6,5,4,11,7,1,1,2,2,3,1,2,3,10,2,7,0,2,0,1,4,1,5,2,1,1,2,1,3,2,5,0,1,2,0,2,introverted
2925,INFJ,9,5,5,15,3,2,0,10,10,4,0,6,3,4,2,0,3,0,3,9,5,9,5,4,3,2,18,2,4,3,4,0,0,2,3,3,1,0,0,3,introverted
2926,ENFP,11,5,5,11,11,7,2,10,9,8,0,8,4,2,5,1,4,4,3,10,7,0,3,3,0,4,7,1,3,3,2,1,2,3,3,1,2,3,1,5,extraverted
2927,INFP,21,6,10,16,10,6,5,8,2,7,1,10,4,5,3,3,7,9,6,5,8,3,4,5,3,6,4,1,1,4,2,1,0,1,2,4,0,2,10,2,introverted
2928,ISFJ,12,3,1,13,5,2,2,11,5,9,6,5,3,6,4,1,3,7,13,7,2,0,7,3,4,0,6,2,3,4,0,2,1,7,1,6,5,4,2,4,introverted
2929,ENFP,18,7,4,16,5,2,2,8,6,5,0,0,7,5,3,2,0,1,4,6,2,1,7,2,2,6,13,2,5,1,2,1,1,6,1,2,2,1,5,2,extraverted
2930,INTJ,8,11,6,10,14,4,6,8,13,4,1,2,3,1,1,1,0,2,1,7,0,4,10,2,4,5,12,8,2,4,1,1,6,3,3,0,1,2,3,1,introverted
2931,INTJ,15,8,5,14,4,1,4,6,5,10,0,7,1,7,1,2,1,1,1,10,7,2,5,2,3,4,14,1,3,4,1,0,3,2,1,0,0,4,0,1,introverted
2932,INTJ,11,7,4,15,10,6,5,6,5,11,1,5,6,5,5,1,3,6,4,5,1,2,7,2,0,4,12,2,2,5,3,1,4,1,3,3,0,2,0,2,introverted
2933,INFJ,10,13,11,11,8,5,5,9,8,8,0,1,6,1,2,6,6,1,1,7,3,3,8,2,1,3,11,2,1,2,2,4,1,8,0,1,2,0,1,2,introverted
2934,INFP,15,2,13,19,1,16,4,14,11,7,6,6,1,2,3,3,4,3,4,6,4,3,2,4,6,5,12,2,0,2,2,0,2,2,3,2,0,1,2,0,introverted
2935,INFP,2,20,10,20,3,8,1,7,3,2,0,3,4,7,3,1,4,3,4,7,2,5,4,0,0,5,11,0,1,1,5,2,0,5,1,3,4,6,15,0,introverted
2936,INFP,16,16,9,13,3,14,4,10,16,11,1,13,0,9,4,3,2,6,4,11,2,5,6,3,5,1,20,6,4,3,2,2,7,5,6,1,3,3,1,9,introverted
2937,INFJ,9,4,1,8,5,3,3,8,7,4,0,9,0,0,6,0,2,3,6,6,0,3,4,1,4,6,12,0,1,2,0,1,1,4,5,0,3,2,0,3,introverted
2938,INTP,8,14,4,4,2,6,7,8,11,3,0,4,0,2,5,3,1,0,2,3,3,0,3,2,3,4,8,2,0,4,1,0,1,6,0,1,2,4,0,3,introverted
2939,INFP,12,5,1,5,6,5,1,6,4,7,9,8,0,3,2,0,3,1,5,2,2,7,3,4,2,3,10,0,2,5,4,1,6,5,0,4,2,2,2,2,introverted
2940,INTJ,5,1,1,7,3,0,16,12,0,0,6,2,7,2,0,2,8,3,1,4,5,3,8,1,0,1,8,1,2,0,0,1,0,0,1,2,0,0,4,1,introverted
2941,ENTP,7,12,5,13,3,5,1,16,8,5,4,2,6,1,3,4,3,4,2,11,4,3,6,0,4,1,14,5,2,0,0,0,2,4,4,2,2,0,0,0,extraverted
2942,ENFP,6,8,3,6,4,1,5,10,7,5,1,4,2,0,3,4,3,5,0,4,1,2,2,2,4,2,7,2,0,1,0,1,1,3,1,1,0,1,2,1,extraverted
2943,ENTP,6,2,7,6,4,0,0,10,5,3,15,2,1,1,1,2,1,0,0,8,5,3,5,2,4,0,14,1,2,3,0,2,1,2,2,0,1,1,0,0,extraverted
2944,INTJ,20,12,4,10,4,16,5,8,3,4,0,9,14,7,3,3,4,2,4,9,7,3,13,1,3,3,11,1,1,2,3,6,0,7,0,3,5,1,0,0,introverted
2945,INFJ,5,11,8,23,4,1,3,9,8,7,0,12,0,5,4,9,1,0,4,12,2,5,9,2,0,0,14,0,6,0,2,3,3,6,0,3,5,1,0,1,introverted
2946,INFJ,5,9,2,12,2,0,2,2,4,1,14,2,4,2,0,0,1,0,2,1,0,2,4,1,2,0,6,0,1,0,2,0,2,3,0,1,1,2,1,0,introverted
2947,ISTP,5,3,8,5,7,8,4,6,3,7,0,1,0,3,2,2,2,1,2,8,2,1,4,3,1,0,7,8,0,3,0,1,2,2,0,0,0,3,0,1,introverted
2948,INTJ,9,3,7,3,3,2,2,13,4,6,4,6,0,5,4,2,3,0,0,5,0,0,5,3,3,0,7,2,3,4,0,4,4,0,3,1,0,1,0,0,introverted
2949,INTP,9,4,3,10,6,4,2,6,2,2,1,7,5,1,1,1,2,0,0,5,1,0,10,2,3,3,4,2,4,0,0,2,1,4,1,0,4,0,1,5,introverted
